,prompt,expected_completion,actual_completion
253,"PROPERTY INFO ID : num Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Pet : Pet Friendly Parking : : attached garage When it comes to blending the work hard / play hard lifestyle , few properties do a better job than this one . With easy expressway access for commuters , and a straight shot into The PLACE , getting to work is a breeze . For stay - at - home workers , you ’ll find a neighborhood vibe only minutes outside of the downtown scene . In either case , this “ we - thought - of - everything ” building offers world - class amenities , starting with their QUANTITY QUANTITY QUANTITY rooftop pool deck that covers CARDINAL CARDINAL CARDINAL CARDINAL acre ! Lounge seating , private grilling stations and a fire pit are all part of the experience . There is also an outdoor yoga studio . Moving indoors , you ’ll find a full fitness center , resident party room , game room with billiards table and technology lounge with complimentary coffee bar . The building is PERCENT PERCENT smoke - free and has a TIME TIME TIME door staff . These apartment homes are urban living at its finest . Expect to find floor - to - ceiling windows , wide plank flooring , full - size washers and dryers and gourmet kitchens . No details were spared with the white quartz countertops , mosaic tile backsplashes and quiet close cabinetry . All of this , plus oversized closets and resident - controlled heat and air conditioning . Some units have balconies . Parking is available on - site at an additional charge . Cats and dogs are accepted throughout and there is a dog run for your CARDINAL - legged friend ( dog breed restrictions apply , but there is no weight limit ) . FEATURES Balcony - Some Units Central Air - Yes Dishwasher - All Dogs - No Weight Limit Flooring - Hardwood Only Laundry- W / D In Unit Luxury Property Pool - Outdoor Security-num Hour PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON CARDINAL - num - num call or text anytime LOC LOC ( License # MONEY ) See our over num numStar PRODUCT   < URL > Disclaimer : Photos may not be of exact unit available and may be of various model units and various vacant units . Apartment availability and lease terms may vary . Pricing , availability , and specials are subject to change at any time and without notice . Please note that the price may be net effective of a special or concession that the building is currently running . Information is believed to be accurate , however , is subject to errors and omissions . HotSpot Rentals services the following neighborhoods : South PLACE , PLACE , Near North , LOC LOC , LOC LOC , GPE GPE , GPE GPE GPE , LOC LOC LOC , The PLACE , GPE , GPE GPE , LOC LOC LOC , PLACE , ORG ORG , GPE GPE , Near North , GPE GPE , FAC FAC FAC , GPE , GPE , GPE GPE , GPE GPE , GPE , GPE , GPE , FAC FAC Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
504,"CARDINAL PERSON PERSON FAC FAC FAC FAC FAC CARDINAL bedroom CARDINAL bathroom features cooking gas included , brand new kitchen with stainless steel appliances , dishwasher , open large combination living and dining rooms , spacious bedroom , great closet space , hardwood floors throughout , new bathroom , laundry in unit , and pets are welcome ! Walking distance to shopping , nightlife , transportation , and more ! UAnum Please Call PERSON PERSON at CARDINAL CARDINAL CARDINAL to schedule an appointment to view this apartment and mention Apartment ID : CARDINAL . Urban Abodes num.num.num < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", expensive, average
384,"PERSON PERSON PERSON GPE numf GPE , ORG   num $ MONEY / Month --------------------------- Interested in this property ? Reply to this listing for more information . --------------------------- Property Details : CARDINAL BEDROOMS | CARDINAL BATHROOMS Gorgeous numBD/num.numBTH ground floor apartment ! Apartment features hardwood floors throughout the unit , gorgeous kitchen , Central air / heat , custom closet in the bedroom and in unit washer / dryer . Exterior parking available . Cats are allowed with a one time fee of $ MONEY . Unit is located in a perfect location ! Close to so many shops , restaurants , bars and public transportation - both train and bus!AVAILABLE DATE DATE IN FEE WILL APPLY - num % of the rent.$num Application fee ( per person)No previous evictions or collections . Must have CARDINAL CARDINAL CreditTenants pay for gas , heat and electric * * * Cats Allowed * * * Property Type : Apartment Lease Terms : $ MONEY / Month $ MONEY Deposit Lease Length : DATE DATE DATE : ORG ORG ORG ORG ORG ORG ORG ORG ORG Building Amenities : Cable Ready On Site Laundry Secure Building Off Street Parking --------------------------- Interested in this property ? Reply to this listing for more information . Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
259,"[ "" I 'm looking for sublet for my CARDINAL bedroom in GPE GPE . "" , ' The unit is available ASAP to DATE DATE . It is located seconds from the lake , and it is TIME TIME TIME TIME walk to the nearest beach . The unit faces west , so you get great views of the city and beautiful sunsets . There is also a lounge located on the top floor ( inside ) where you can look over the lake and the city . The apartment is TIME TIME TIME TIME walk from FAC FAC FAC FAC stop . ' , "" It is practically on GPE 's ORG ORG , making it a very convenient home for students ! "" , ' The unit is newly renovated and spacious . It has lots of natural light and the heat works very well in DATE DATE . The unit is also pet - friendly , with a small fee . Rent is $ MONEY not including electricity and wifi . ' , "" Please send me a message if you 'd like more information . "" , ' I can send you pictures . ' , "" I 'm also open to selling much of the furniture currently in the unit , if you are interested . "" ] Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
333,"ORG ORG ORG CARDINAL BEDROOM APARTMENT EVERYTHING BRAND NEW SECTION num WELCOME HARDWOOD FLOORS QUIET BUILDING NO PLACE DEPOSIT MOVE IN FEE MONEY MONEY DESTINY CARDINAL - num - num Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
369,"PROPERTY INFO ID : num Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL [ [ Available Date : Just steps from LOC LOC in LOC LOC LOC , this vintage brick building was smartly repurposed and renovated into stunning loft apartments in DATE . If a mix of sleek modern luxury fixtures with exposed industrial elements suits your style , this is a must - see . This neighborhood hosts the hottest bars and nightlife , loads of popular restaurants , boutique shopping , and has CARDINAL major grocery stores . Bulls and GPE fans can stroll a few blocks over to ORG ORG ORG to cheer on their teams , without a single care about driving in DATE DATE DATE traffic or parking . Lots of NORP NORP offices , ORG ORG ORG ORG and ORG are just around the corner . Several public transit options are nearby , including ORG ORG ORG ORG ORG ORG ORG train station , ORG ORG ORG ORG station , MONEY MONEY ORG ORG ORG bus , and MONEY MONEY GPE bus . Access to FAC or FAC are both TIME TIME TIME TIME drive . At home , the stylish features in these units include tall exposed - beam ceilings , polished concrete floors , modern stainless - steel appliances , subway tile backsplash , glass - enclosed rain shower , and in - unit washer and dryer . Select apartments feature exposed brick walls and skyline views . Although the apartments here are new , there are still a lot of vintage architectural elements that were preserved , as well as fantastic restorations of the original basketball court , running track and a mosaic - tiled indoor pool . There ’s also a new sauna , rooftop lounging deck with string lights , outdoor patio bar , courtyards and lawn spaces , and co - working lobby . Cats and dogs are welcome and there is a pet play area on - site . Also , with CARDINAL large parks all within a couple blocks walk , dog - parents and their furry friends will dig this place . Parking is available on - site with additional fees , as well as complimentary bike storage . FEATURES Balcony - None Dishwasher - All Fitness Center Flooring - Hardwood Only Laundry- W / D In Unit New Property Pool - Indoor PLACE - Intercom / Key Fob Smoking - No Stove - Gas Isaac Jones num - num - num HotSpot Rentals(License # MONEY ) Check out our num num Star Reviews < URL > Disclaimer : Photos may not be of exact unit available and may be of various model units and various vacant units . Apartment availability and lease terms may vary . Pricing , availability , and specials are subject to change at any time and without notice . Please note that the price may be net effective of a special or concession that the building is currently running . Information is believed to be accurate , however , is subject to errors and omissions . HotSpot Rentals services the following neighborhoods : South PLACE , PLACE , Near North , LOC LOC , LOC LOC , GPE GPE , GPE GPE GPE , LOC LOC LOC , The PLACE , GPE , GPE GPE , LOC LOC LOC , PLACE , ORG ORG , GPE GPE , Near North , GPE GPE , FAC FAC FAC , GPE , GPE , GPE GPE , GPE GPE , GPE , GPE , GPE , FAC FAC Is rent cheap, average, or expensive? <SEP>
", cheap, average
321,"This apartment features a large separate living and dining area , an updated kitchen with ORG , and hardwood floors throughout ! ' , "" You ca n't beat the location , literally steps away from PERSON PERSON , a few blocks away from the lake , and only a short walk to PRODUCT restaurants and nightlife ! "" , ' Sorry , no pets ! Photos may be of similar units . Prices are subject to change . Call or text PERSON from   Apartment Guys at num - num - num and ask for Reference # MONEY . Is rent cheap, average, or expensive? <SEP>
", average, expensive
151,"Very nice CARDINAL bedroom apartment : Big kitchen , living room , dining room , bathroom . QUANTITY QUANTITY QUANTITY ORDINAL floor heating cooling Very quiet and pleasant environment Please call CARDINAL Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
302,"PROPERTY INFO ID : num Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Pet : Cats Allowed Parking : : attached garage Excellent space ! Can easily fit large furniture in bedroom and living area . Also has a private balcony ! numhr PLACE , and an outdoor pool . Text , Email , or Call Bareun for more info ! CARDINAL - num - num Price net effective of current promotion . * * Garage parking available for additional DATE charge . Ideally situated between LOC LOC LOC and LOC LOC neighborhoods , this uber - central location has a Walk Score of CARDINAL out of CARDINAL meaning you ’ll have easy access to everything you need , including trendy shops , endless dining options and a short hop to GPE GPE . ORG ORG ORG ORG ORG ORG ORG ORG are all within CARDINAL blocks and you ’ll be just a TIME TIME TIME walk to the lake ! This spectacularly - located property offers a sundeck , outdoor pool , and on - site gym , in addition to on - site maintenance , dry - cleaning , package receiving and TIME TIME TIME door staff . Every apartment has an upgraded kitchen , with wood cabinets , granite countertops , and stainless steel appliances . All bathrooms are also upgraded with wood cabinets , granite counters and new lighting . These generously - sized units are highlighted with CARDINAL of closet space and private balconies . Parking is available on - site at an additional charge and cats are welcome . FEATURES Balcony - All Units Central Air - Yes Dishwasher - All Flooring - Carpet Only Laundry - On Site Pool - Outdoor Security-num Hour PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON ( License # MONEY ) Disclaimer : Photos may not be of exact unit available and may be of various model units and various vacant units . Apartment availability and lease terms may vary . Pricing , availability , and specials are subject to change at any time and without notice . Please note that the price may be net effective of a special or concession that the building is currently running . Information is believed to be accurate , however , is subject to errors and omissions . HotSpot Rentals services the following neighborhoods : South PLACE , PLACE , Near North , LOC LOC , LOC LOC , GPE GPE , GPE GPE GPE , LOC LOC LOC , The PLACE , GPE , GPE GPE , LOC LOC LOC , PLACE , ORG ORG , GPE GPE , Near North , GPE GPE , FAC FAC FAC , GPE , GPE , GPE GPE , GPE GPE , GPE , GPE , GPE , FAC FAC Is rent cheap, average, or expensive? <SEP>
", cheap, average
190,"Call PERSON PERSON with Apartment Guys at CARDINAL - num - num and ask for reference # num . Enjoy quality at an affordable price for an GPE CARDINAL bedroom ! Located in the GPE GPE historic district near the lake . Easy access to shopping , transportation , parks and beaches . A rehabbed yet spacious CARDINAL bedroom   apartment home with heat included . Laundry center and reserved parking in the building along with onsite maintenance and prompt management service . Most pets ok ! Prices are subject to change . * * * Photos may be of a similar unit.****For faster response best to call or text PERSON at CARDINAL - num - num with reference # num Is rent cheap, average, or expensive? <SEP>
", expensive, average
